Time Stamp,ID,Extended,Dir,Bus,LEN,D1,D2,D3,D4,D5,D6,D7,D8
18445038725678347246,00000566,false,Rx,0,8,02,8A,0A,80,A8,A0,AA,8A,
18445038725678347502,00000285,false,Rx,0,8,00,00,02,19,76,00,08,10,
18445038725678349763,00000288,false,Rx,0,8,27,10,4E,20,00,06,01,10,
18445038725678350062,00000564,false,Rx,0,8,02,8A,AA,8A,A8,A0,AA,8A,
18445038725678350446,0000028B,false,Rx,0,8,27,10,4E,20,00,06,01,10,
18445038725678350702,0000056B,false,Rx,0,8,AA,02,00,00,80,AA,01,00,
18445038725678351000,00000734,false,Rx,0,8,03,E8,03,E8,64,64,3D,3D,
18445038725678351214,00000362,false,Rx,0,8,02,01,00,00,00,00,00,00,
18445038725678351470,00000373,false,Rx,0,8,BA,B9,7F,BC,0C,5C,80,16,
18445038725678354798,00000287,false,Rx,0,8,27,10,27,10,27,10,00,00,
18445038725678355096,00000568,false,Rx,0,8,00,02,80,0A,00,00,A8,AA,
18445038725678357016,00000289,false,Rx,0,8,27,10,4E,20,00,06,11,10,
18445038725678357272,00000567,false,Rx,0,8,AA,02,00,00,80,AA,00,00,
18445038725678357486,00000285,false,Rx,0,8,00,00,02,19,76,00,08,10,
18445038725678357742,00000732,false,Rx,0,8,03,E8,03,E8,64,64,0D,3E,
18445038725678359747,00000288,false,Rx,0,8,27,10,4E,20,00,06,01,10,
18445038725678360003,00000370,false,Rx,0,8,05,BE,00,00,00,00,00,00,
18445038725678360259,00000565,false,Rx,0,8,AA,02,00,00,80,AA,00,00,
18445038725678360472,0000028B,false,Rx,0,8,27,10,4E,20,00,06,01,10,
18445038725678360728,0000075A,false,Rx,0,8,03,E8,03,E8,64,64,3C,3C,
18445038725678360942,0000056F,false,Rx,0,8,2A,88,2A,08,00,00,28,0A,
18445038725678361198,00000362,false,Rx,0,8,02,01,00,00,00,00,00,00,
18445038725678361411,00000373,false,Rx,0,8,BA,B9,7F,BC,0C,5C,80,16,
18445038725678361667,0000066A,false,Rx,0,8,02,1E,2F,B2,12,00,00,00,
18445038725678364782,00000287,false,Rx,0,8,27,10,27,10,27,10,00,00,
18445038725678365080,00000377,false,Rx,0,8,04,AB,00,05,3D,40,3C,20,
18445038725678367000,00000289,false,Rx,0,8,27,10,4E,20,00,06,11,10,
18445038725678367299,00000285,false,Rx,0,8,00,00,02,19,76,00,08,10,
18445038725678367555,0000056D,false,Rx,0,8,2A,00,00,00,00,00,28,0A,
18445038725678369731,00000288,false,Rx,0,8,27,10,4E,20,00,06,01,10,
18445038725678369987,0000056C,false,Rx,0,8,2A,88,02,00,00,00,28,0A,
18445038725678370456,0000028B,false,Rx,0,8,27,10,4E,20,00,06,01,10,
18445038725678370755,00000734,false,Rx,0,8,03,E8,03,E8,64,64,3D,3D,
18445038725678371011,00000735,false,Rx,0,8,43,00,43,00,25,AB,A0,3D,
18445038725678371267,00000362,false,Rx,0,8,02,01,00,00,00,00,00,00,
18445038725678371480,00000373,false,Rx,0,8,BA,B9,7F,BC,0C,5C,80,16,
18445038725678373613,000005A1,false,Rx,0,8,2A,A2,AA,2A,A2,8A,82,A2,
18445038725678374765,00000287,false,Rx,0,8,27,10,27,10,27,10,00,00,
18445038725678375107,00000563,false,Rx,0,8,00,20,80,A2,02,00,00,00,
18445038725678376984,00000289,false,Rx,0,8,27,10,4E,20,00,06,11,10,
18445038725678377283,00000285,false,Rx,0,8,00,00,02,19,76,00,08,10,
18445038725678377539,00000732,false,Rx,0,8,03,E8,03,E8,64,64,0D,3E,
18445038725678377880,00000388,false,Rx,0,8,02,02,00,00,00,00,00,02,
18445038725678378093,00000424,false,Rx,0,8,04,75,04,1F,86,A9,02,00,
18445038725678378349,00000733,false,Rx,0,8,39,3A,39,3A,25,AB,A0,3B,
18445038725678379757,00000370,false,Rx,0,8,05,BE,00,00,00,00,00,00,
18445038725678380013,00000288,false,Rx,0,8,27,10,4E,20,00,06,01,10,
18445038725678380227,0000075A,false,Rx,0,8,03,E8,03,E8,64,64,3C,3C,
18445038725678380483,0000028B,false,Rx,0,8,27,10,4E,20,00,06,01,10,
18445038725678380739,0000075B,false,Rx,0,8,3C,00,3C,00,25,AB,A0,3C,
18445038725678380995,00000362,false,Rx,0,8,02,01,00,00,00,00,00,00,
18445038725678381251,00000373,false,Rx,0,8,BA,B9,7F,BC,0C,5C,80,16,
18445038725678384749,00000287,false,Rx,0,8,27,10,27,10,27,10,00,00,
18445038725678385091,00000377,false,Rx,0,8,04,AB,00,05,3D,40,3C,20,
18445038725678386968,00000289,false,Rx,0,8,27,10,4E,20,00,06,11,10,
18445038725678387224,0000029A,false,Rx,0,8,02,36,34,34,FF,FF,FF,FF,
18445038725678387437,00000285,false,Rx,0,8,00,00,02,19,76,00,08,10,
18445038725678387864,00000676,false,Rx,0,8,00,00,00,00,00,00,00,00,
18445038725678389741,00000288,false,Rx,0,8,27,10,4E,20,00,06,01,10,
18445038725678390467,0000028B,false,Rx,0,8,27,10,4E,20,00,06,01,10,
18445038725678390765,0000056A,false,Rx,0,8,02,8A,0A,80,A8,A0,AA,8A,
18445038725678391021,00000734,false,Rx,0,8,03,E8,03,E8,64,64,3D,3D,
18445038725678391277,00000362,false,Rx,0,8,02,01,00,00,00,00,00,00,
18445038725678391491,00000373,false,Rx,0,8,BA,B9,7F,BC,0C,5C,80,16,
18445038725678394733,00000287,false,Rx,0,8,27,10,27,10,27,10,00,00,
18445038725678395117,0000038A,false,Rx,0,8,3F,3C,00,00,04,00,00,00,
18445038725678396952,00000289,false,Rx,0,8,27,10,4E,20,00,06,11,10,
18445038725678397208,00000566,false,Rx,0,8,02,8A,0A,80,A8,A0,AA,8A,
18445038725678397421,00000285,false,Rx,0,8,00,00,02,19,76,00,08,10,
18445038725678397677,00000732,false,Rx,0,8,03,E8,03,E8,64,64,0D,3E,
18445038725678397933,00000677,false,Rx,0,8,00,00,00,00,00,00,00,00,
18445038725678399725,00000370,false,Rx,0,8,05,BE,00,00,00,00,00,00,
18445038725678399981,00000288,false,Rx,0,8,27,10,4E,20,00,06,01,10,
18445038725678400237,00000564,false,Rx,0,8,02,8A,AA,8A,A8,A0,AA,8A,
18445038725678400450,0000028B,false,Rx,0,8,27,10,4E,20,00,06,01,10,
18445038725678400706,0000075A,false,Rx,0,8,03,E8,03,E8,64,64,3C,3C,
18445038725678400920,0000056B,false,Rx,0,8,AA,02,00,00,80,AA,01,00,
18445038725678401176,00000362,false,Rx,0,8,02,01,00,00,00,00,00,00,
18445038725678401389,00000373,false,Rx,0,8,BA,B9,7F,BC,0C,5C,80,16,
18445038725678402242,00000371,false,Rx,0,8,0A,00,00,00,00,00,00,00,
18445038725678404717,00000287,false,Rx,0,8,27,10,27,10,27,10,00,00,
18445038725678405101,00000377,false,Rx,0,8,04,AB,00,05,3D,40,3C,20,
18445038725678406125,00000374,false,Rx,0,8,79,7C,7D,FE,3F,3E,3A,30,
18445038725678407021,00000289,false,Rx,0,8,27,10,4E,20,00,06,11,10,
18445038725678407234,00000285,false,Rx,0,8,00,00,02,19,76,00,08,10,
18445038725678407490,00000567,false,Rx,0,8,AA,02,00,00,80,AA,00,00,
18445038725678407874,00000571,false,Rx,0,8,00,00,00,00,00,00,00,00,
18445038725678409709,00000286,false,Rx,0,8,00,00,00,3D,00,00,0A,00,
18445038725678409965,00000288,false,Rx,0,8,27,10,4E,20,00,06,01,10,
18445038725678410221,00000565,false,Rx,0,8,AA,02,00,00,80,AA,00,00,
18445038725678410477,0000028B,false,Rx,0,8,27,10,4E,20,00,06,01,10,
18445038725678410776,0000056F,false,Rx,0,8,2A,88,2A,08,00,00,28,0A,
18445038725678411032,00000734,false,Rx,0,8,03,E8,03,E8,64,64,3D,3D,
18445038725678411288,00000362,false,Rx,0,8,02,01,00,00,00,00,00,00,
18445038725678411544,00000373,false,Rx,0,8,BA,B9,7F,BC,0C,5C,80,16,
18445038725678414701,00000287,false,Rx,0,8,27,10,27,10,27,10,00,00,
18445038725678415127,00000389,false,Rx,0,8,02,00,00,3C,3C,00,00,00,
18445038725678416109,00000375,false,Rx,0,8,0F,0F,00,17,98,00,00,00,
18445038725678417005,00000289,false,Rx,0,8,27,10,4E,20,00,06,11,10,
18445038725678417218,00000285,false,Rx,0,8,00,00,02,19,76,00,08,10,
18445038725678417474,0000056D,false,Rx,0,8,2A,00,00,00,00,00,28,0A,
18445038725678417901,00000424,false,Rx,0,8,04,75,04,1F,86,A9,02,00,
18445038725678418157,00000732,false,Rx,0,8,03,E8,03,E8,64,64,0D,3E,
18445038725678418925,00000154,false,Rx,0,8,99,99,30,99,16,11,F8,5C,
18445038725678419693,00000370,false,Rx,0,8,05,BE,00,00,00,00,00,00,
18445038725678419949,00000288,false,Rx,0,8,27,10,4E,20,00,06,01,10,
18445038725678420247,0000056C,false,Rx,0,8,2A,88,02,00,00,00,28,0A,
18445038725678420503,0000028B,false,Rx,0,8,27,10,4E,20,00,06,01,10,
18445038725678420717,0000075A,false,Rx,0,8,03,E8,03,E8,64,64,3C,3C,
18445038725678420973,00000362,false,Rx,0,8,02,01,00,00,00,00,00,00,
18445038725678421186,00000373,false,Rx,0,8,BA,B9,7F,BC,0C,5C,80,16,
18445038725678423618,000005A1,false,Rx,0,8,2A,A2,AA,2A,A2,8A,82,A2,
18445038725678424685,00000287,false,Rx,0,8,27,10,27,10,27,10,00,00,
18445038725678425111,00000377,false,Rx,0,8,04,AB,00,05,3D,40,3C,20,
18445038725678426989,00000289,false,Rx,0,8,27,10,4E,20,00,06,11,10,
18445038725678427245,00000285,false,Rx,0,8,00,00,02,19,76,00,08,10,
18445038725678427501,00000185,false,Rx,0,8,08,00,19,00,00,00,00,00,
18445038725678429762,00000288,false,Rx,0,8,27,10,4E,20,00,06,01,10,
18445038725678430445,0000028B,false,Rx,0,8,27,10,4E,20,00,06,01,10,
18445038725678430658,0000029B,false,Rx,0,8,43,3D,43,3D,3B,0A,14,3E,
18445038725678430957,00000734,false,Rx,0,8,03,E8,03,E8,64,64,3D,3D,
18445038725678431170,00000362,false,Rx,0,8,02,01,00,00,00,00,00,00,
18445038725678431426,00000373,false,Rx,0,8,BA,B9,7F,BC,0C,5C,80,16,
18445038725678433901,000006FA,false,Rx,0,8,00,4A,4D,41,58,44,47,47,
18445038725678434669,00000287,false,Rx,0,8,27,10,27,10,27,10,00,00,
18445038725678437015,00000289,false,Rx,0,8,27,10,4E,20,00,06,11,10,
18445038725678437271,00000285,false,Rx,0,8,00,00,02,19,76,00,08,10,
18445038725678437484,00000299,false,Rx,0,8,39,3B,40,42,3B,00,00,00,
18445038725678437868,00000732,false,Rx,0,8,03,E8,03,E8,64,64,0D,3E,
18445038725678439660,00000370,false,Rx,0,8,05,BE,00,00,00,00,00,00,
18445038725678439916,00000288,false,Rx,0,8,27,10,4E,20,00,06,01,10,
18445038725678440172,00000298,false,Rx,0,8,3C,3C,43,3D,3B,00,00,3E,
18445038725678440471,0000028B,false,Rx,0,8,27,10,4E,20,00,06,01,10,
18445038725678440684,0000075A,false,Rx,0,8,03,E8,03,E8,64,64,3C,3C,
18445038725678440940,0000056A,false,Rx,0,8,02,8A,0A,80,A8,A0,AA,8A,
18445038725678441196,00000362,false,Rx,0,8,02,01,00,00,00,00,00,00,
18445038725678441410,00000373,false,Rx,0,8,BA,B9,7F,BB,0C,5C,80,16,
18445038725678444642,00000287,false,Rx,0,8,27,10,27,10,27,10,00,00,
18445038725678445069,00000377,false,Rx,0,8,04,AB,00,05,3D,40,3C,20,
18445038725678446946,00000289,false,Rx,0,8,27,10,4E,20,00,06,11,10,
18445038725678447202,00000285,false,Rx,0,8,00,00,02,19,76,00,08,10,
18445038725678447416,00000566,false,Rx,0,8,02,8A,0A,80,A8,A0,AA,8A,
18445038725678447672,00000667,false,Rx,0,8,00,39,34,31,30,41,30,38,
18445038725678449720,00000288,false,Rx,0,8,27,10,4E,20,00,06,01,10,
18445038725678449976,00000564,false,Rx,0,8,02,8A,AA,8A,A8,A0,AA,8A,
18445038725678450232,00000665,false,Rx,0,8,00,39,34,31,30,41,30,37,
18445038725678450488,0000028B,false,Rx,0,8,27,10,4E,20,00,06,01,10,
18445038725678450744,0000056B,false,Rx,0,8,AA,02,00,00,80,AA,01,00,
18445038725678451000,00000734,false,Rx,0,8,03,E8,03,E8,64,64,3D,3D,
18445038725678451213,00000362,false,Rx,0,8,02,01,00,00,00,00,00,00,
18445038725678451469,00000373,false,Rx,0,8,BA,B9,7F,BB,0C,5C,80,16,
18445038725678454626,00000287,false,Rx,0,8,27,10,27,10,27,10,00,00,
18445038725678456930,00000289,false,Rx,0,8,27,10,4E,20,00,06,11,10,
18445038725678457186,00000285,false,Rx,0,8,00,00,02,19,76,00,08,10,
18445038725678457442,00000567,false,Rx,0,8,AA,02,00,00,80,AA,00,00,
18445038725678457869,00000732,false,Rx,0,8,03,E8,03,E8,64,64,0D,3E,
18445038725678458125,00000424,false,Rx,0,8,04,75,04,1F,86,A9,02,00,
18445038725678459618,00000370,false,Rx,0,8,05,BE,00,00,00,00,00,00,
18445038725678459874,00000288,false,Rx,0,8,27,10,4E,20,00,06,01,10,
18445038725678460173,00000565,false,Rx,0,8,AA,02,00,00,80,AA,00,00,
18445038725678460471,0000028B,false,Rx,0,8,27,10,4E,20,00,06,01,10,
18445038725678460685,0000075A,false,Rx,0,8,03,E8,03,E8,64,64,3C,3C,
18445038725678460941,0000056F,false,Rx,0,8,2A,88,2A,08,00,00,28,0A,
18445038725678461154,00000362,false,Rx,0,8,02,01,00,00,00,00,00,00,
18445038725678461410,00000373,false,Rx,0,8,BA,B9,7F,BC,0C,5C,80,16,
18445038725678464610,00000287,false,Rx,0,8,27,10,27,10,27,10,00,00,
18445038725678465079,00000377,false,Rx,0,8,04,AB,00,05,3D,40,3C,20,
18445038725678466999,00000289,false,Rx,0,8,27,10,4E,20,00,06,11,10,
18445038725678467213,00000285,false,Rx,0,8,00,00,02,19,76,00,08,10,
18445038725678467469,0000056D,false,Rx,0,8,2A,00,00,00,00,00,28,0A,
18445038725678467895,00000668,false,Rx,0,8,02,9B,AD,4F,A2,00,00,00,
18445038725678469730,00000288,false,Rx,0,8,27,10,4E,20,00,06,01,10,
18445038725678469986,0000056C,false,Rx,0,8,2A,88,02,00,00,00,28,0A,
18445038725678470242,00000666,false,Rx,0,8,02,1C,A1,22,38,00,00,00,
18445038725678470498,0000028B,false,Rx,0,8,27,10,4E,20,00,06,01,10,
18445038725678470754,00000734,false,Rx,0,8,03,E8,03,E8,64,64,3D,3D,
18445038725678471010,00000735,false,Rx,0,8,43,00,43,00,25,AB,A0,3D,
18445038725678471266,00000362,false,Rx,0,8,02,01,00,00,00,00,00,00,
18445038725678471479,00000373,false,Rx,0,8,BA,B9,7F,BC,0C,5C,80,16,
18445038725678473613,000005A1,false,Rx,0,8,2A,A2,AA,2A,A2,8A,82,A2,
18445038725678474594,00000287,false,Rx,0,8,27,10,27,10,27,10,00,00,
18445038725678476983,00000289,false,Rx,0,8,27,10,4E,20,00,06,11,10,
18445038725678477197,00000285,false,Rx,0,8,00,00,02,19,76,00,08,10,
18445038725678477453,00000732,false,Rx,0,8,03,E8,03,E8,64,64,0D,3E,
18445038725678477666,00000733,false,Rx,0,8,39,3A,39,3A,25,AB,A0,3B,
18445038725678477922,00000388,false,Rx,0,8,02,02,00,00,00,00,00,02,
18445038725678479586,00000370,false,Rx,0,8,05,BE,00,00,00,00,00,00,
18445038725678479842,00000288,false,Rx,0,8,27,10,4E,20,00,06,01,10,
18445038725678480098,0000075A,false,Rx,0,8,03,E8,03,E8,64,64,3C,3C,
18445038725678480396,0000028B,false,Rx,0,8,27,10,4E,20,00,06,01,10,
18445038725678480652,0000075B,false,Rx,0,8,3C,00,3C,00,25,AB,A0,3C,
18445038725678481079,00000362,false,Rx,0,8,02,01,00,00,00,00,00,00,
18445038725678481292,00000373,false,Rx,0,8,BA,B9,7F,BC,0C,5C,80,16,
18445038725678484578,00000287,false,Rx,0,8,27,10,27,10,27,10,00,00,
18445038725678485090,00000377,false,Rx,0,8,04,AB,00,05,3D,40,3C,20,
18445038725678486967,00000289,false,Rx,0,8,27,10,4E,20,00,06,11,10,
18445038725678487223,00000285,false,Rx,0,8,00,00,02,19,76,00,08,10,
18445038725678487436,0000029A,false,Rx,0,8,00,4A,4D,41,58,44,47,47,
18445038725678489740,00000288,false,Rx,0,8,27,10,4E,20,00,06,01,10,
18445038725678490466,0000028B,false,Rx,0,8,27,10,4E,20,00,06,01,10,
18445038725678490679,0000056A,false,Rx,0,8,02,8A,0A,80,A8,A0,AA,8A,
18445038725678490978,00000734,false,Rx,0,8,03,E8,03,E8,64,64,3D,3D,
18445038725678491234,00000362,false,Rx,0,8,02,01,00,00,00,00,00,00,
18445038725678491447,00000373,false,Rx,0,8,BA,B9,7F,BC,0C,5C,80,16,
18445038725678494562,00000287,false,Rx,0,8,27,10,27,10,27,10,00,00,
18445038725678495116,0000038A,false,Rx,0,8,3F,3C,00,00,04,00,00,00,
18445038725678496994,00000289,false,Rx,0,8,27,10,4E,20,00,06,11,10,
18445038725678497250,00000285,false,Rx,0,8,00,00,02,19,76,00,08,10,
18445038725678497463,00000566,false,Rx,0,8,02,8A,0A,80,A8,A0,AA,8A,
18445038725678497804,00000424,false,Rx,0,8,04,75,04,1F,86,A9,02,00,
18445038725678498018,00000732,false,Rx,0,8,03,E8,03,E8,64,64,0D,3E,
18445038725678499554,00000370,false,Rx,0,8,05,BE,00,00,00,00,00,00,
18445038725678499810,00000288,false,Rx,0,8,27,10,4E,20,00,06,01,10,
18445038725678500108,00000564,false,Rx,0,8,02,8A,AA,8A,A8,A0,AA,8A,
18445038725678500407,0000028B,false,Rx,0,8,27,10,4E,20,00,06,01,10,
18445038725678500663,0000075A,false,Rx,0,8,03,E8,03,E8,64,64,3C,3C,
18445038725678500876,00000362,false,Rx,0,8,02,01,00,00,00,00,00,00,
18445038725678501132,00000373,false,Rx,0,8,BA,B9,7F,BB,0C,5C,80,16,
18445038725678501345,0000056B,false,Rx,0,8,AA,02,00,00,80,AA,01,00,
18445038725678502071,00000371,false,Rx,0,8,0A,00,00,00,00,00,00,00,
18445038725678504545,00000287,false,Rx,0,8,27,10,27,10,27,10,00,00,
18445038725678505100,00000377,false,Rx,0,8,04,AB,00,05,3D,40,3C,20,
18445038725678506124,00000374,false,Rx,0,8,79,7C,7D,FE,3F,3E,3A,30,
18445038725678506935,00000289,false,Rx,0,8,27,10,4E,20,00,06,11,10,
18445038725678507191,00000285,false,Rx,0,8,00,00,02,19,76,00,08,10,
18445038725678507447,00000567,false,Rx,0,8,AA,02,00,00,80,AA,00,00,
18445038725678509537,00000286,false,Rx,0,8,00,00,00,3D,00,00,0A,00,
18445038725678509793,00000288,false,Rx,0,8,27,10,4E,20,00,06,01,10,
18445038725678510049,00000565,false,Rx,0,8,AA,02,00,00,80,AA,00,00,
18445038725678510476,0000028B,false,Rx,0,8,27,10,4E,20,00,06,01,10,
18445038725678510732,0000056F,false,Rx,0,8,2A,88,2A,08,00,00,28,0A,
18445038725678510988,00000734,false,Rx,0,8,03,E8,03,E8,64,64,3D,3D,
18445038725678511244,00000362,false,Rx,0,8,02,01,00,00,00,00,00,00,
18445038725678511457,00000373,false,Rx,0,8,BA,B9,7F,BB,0C,5C,80,16,
18445038725678514529,00000287,false,Rx,0,8,27,10,27,10,27,10,00,00,
18445038725678515084,00000389,false,Rx,0,8,02,00,00,3C,3C,00,00,00,
18445038725678516108,00000375,false,Rx,0,8,0F,0F,00,17,98,00,00,00,
18445038725678516961,00000289,false,Rx,0,8,27,10,4E,20,00,06,11,10,
18445038725678517175,00000285,false,Rx,0,8,00,00,02,19,76,00,08,10,
18445038725678517431,0000056D,false,Rx,0,8,2A,00,00,00,00,00,28,0A,
18445038725678517857,00000732,false,Rx,0,8,03,E8,03,E8,64,64,0D,3E,
18445038725678519223,00000154,false,Rx,0,8,99,99,30,99,16,11,F8,5C,
18445038725678519521,00000370,false,Rx,0,8,05,BE,00,00,00,00,00,00,
18445038725678519777,00000288,false,Rx,0,8,27,10,4E,20,00,06,01,10,
18445038725678520033,0000056C,false,Rx,0,8,2A,88,02,00,00,00,28,0A,
18445038725678520289,0000075A,false,Rx,0,8,03,E8,03,E8,64,64,3C,3C,
18445038725678520503,0000028B,false,Rx,0,8,27,10,4E,20,00,06,01,10,
18445038725678521057,00000362,false,Rx,0,8,02,01,00,00,00,00,00,00,
18445038725678521271,00000373,false,Rx,0,8,BA,B9,7F,BB,0C,5C,80,16,
18445038725678523617,000005A1,false,Rx,0,8,2A,A2,AA,2A,A2,8A,82,A2,
18445038725678524513,00000287,false,Rx,0,8,27,10,27,10,27,10,00,00,
18445038725678525068,00000377,false,Rx,0,8,04,AB,00,05,3D,40,3C,20,
18445038725678526134,0000066B,false,Rx,0,8,02,00,00,00,00,00,00,00,
18445038725678526348,0000066C,false,Rx,0,8,02,9B,DE,18,73,00,00,00,
18445038725678526945,00000289,false,Rx,0,8,27,10,4E,20,00,06,11,10,
18445038725678527201,00000285,false,Rx,0,8,00,00,02,19,76,00,08,10,
18445038725678527500,00000185,false,Rx,0,8,08,00,19,00,00,00,00,00,
18445038725678529718,00000288,false,Rx,0,8,27,10,4E,20,00,06,01,10,
18445038725678530444,0000028B,false,Rx,0,8,27,10,4E,20,00,06,01,10,
18445038725678530742,0000029B,false,Rx,0,8,43,3D,43,3D,3B,0A,14,3E,
18445038725678530998,00000362,false,Rx,0,8,02,01,00,00,00,00,00,00,
18445038725678531254,00000373,false,Rx,0,8,BA,B9,7F,BB,0C,5C,80,16,
18445038725678531468,00000734,false,Rx,0,8,03,E8,03,E8,64,64,3D,3D,
18445038725678534028,000006FA,false,Rx,0,8,01,32,57,45,5A,43,30,36,
18445038725678534497,00000287,false,Rx,0,8,27,10,27,10,27,10,00,00,
18445038725678535094,00000569,false,Rx,0,8,AA,80,82,02,00,00,00,00,
18445038725678536972,00000289,false,Rx,0,8,27,10,4E,20,00,06,11,10,
18445038725678537185,00000285,false,Rx,0,8,00,00,02,19,76,00,08,10,
18445038725678537441,00000299,false,Rx,0,8,39,3B,40,42,3B,00,00,00,
18445038725678537697,00000732,false,Rx,0,8,03,E8,03,E8,64,64,0D,3E,
18445038725678537910,00000424,false,Rx,0,8,04,75,04,1F,86,A9,02,00,
18445038725678539489,00000370,false,Rx,0,8,05,BE,00,00,00,00,00,00,
18445038725678539830,00000288,false,Rx,0,8,27,10,4E,20,00,06,01,10,
18445038725678540086,00000298,false,Rx,0,8,3C,3C,43,3D,3B,00,00,3E,
18445038725678540428,0000028B,false,Rx,0,8,27,10,4E,20,00,06,01,10,
18445038725678540641,0000075A,false,Rx,0,8,03,E8,03,E8,64,64,3C,3C,
18445038725678540897,0000056A,false,Rx,0,8,02,8A,0A,80,A8,A0,AA,8A,
18445038725678541153,00000362,false,Rx,0,8,02,01,00,00,00,00,00,00,
18445038725678541366,00000373,false,Rx,0,8,BA,B9,7F,BB,0C,5C,80,16,
18445038725678544481,00000287,false,Rx,0,8,27,10,27,10,27,10,00,00,
18445038725678545078,00000377,false,Rx,0,8,04,AB,00,05,3D,40,3C,20,
18445038725678546998,00000285,false,Rx,0,8,00,00,02,19,76,00,08,10,
18445038725678547211,00000289,false,Rx,0,8,27,10,4E,20,00,06,11,10,
18445038725678547467,00000566,false,Rx,0,8,02,8A,0A,80,A8,A0,AA,8A,
18445038725678549729,00000288,false,Rx,0,8,27,10,4E,20,00,06,01,10,
18445038725678549985,00000564,false,Rx,0,8,02,8A,AA,8A,A8,A0,AA,8A,
18445038725678550411,0000028B,false,Rx,0,8,27,10,4E,20,00,06,01,10,
18445038725678550667,0000056B,false,Rx,0,8,AA,02,00,00,80,AA,01,00,
18445038725678550923,00000734,false,Rx,0,8,03,E8,03,E8,64,64,3D,3D,
18445038725678551179,00000362,false,Rx,0,8,02,01,00,00,00,00,00,00,
18445038725678551393,00000373,false,Rx,0,8,BA,B9,7F,BC,0C,5C,80,16,
18445038725678554465,00000287,false,Rx,0,8,27,10,27,10,27,10,00,00,
18445038725678555105,00000568,false,Rx,0,8,00,02,80,0A,00,00,A8,AA,
18445038725678556982,00000285,false,Rx,0,8,00,00,02,19,76,00,08,10,
18445038725678557195,00000289,false,Rx,0,8,27,10,4E,20,00,06,11,10,
18445038725678557451,00000567,false,Rx,0,8,AA,02,00,00,80,AA,00,00,
18445038725678557878,00000732,false,Rx,0,8,03,E8,03,E8,64,64,0D,3E,
18445038725678559457,00000370,false,Rx,0,8,05,BE,00,00,00,00,00,00,
18445038725678559798,00000288,false,Rx,0,8,27,10,4E,20,00,06,01,10,
18445038725678560054,00000565,false,Rx,0,8,AA,02,00,00,80,AA,00,00,
18445038725678560438,0000028B,false,Rx,0,8,27,10,4E,20,00,06,01,10,
18445038725678560694,0000075A,false,Rx,0,8,03,E8,03,E8,64,64,3C,3C,
18445038725678560907,0000056F,false,Rx,0,8,2A,88,2A,08,00,00,28,0A,
18445038725678561163,00000362,false,Rx,0,8,02,01,00,00,00,00,00,00,
18445038725678561377,00000373,false,Rx,0,8,BA,B9,7F,BC,0C,5C,80,16,
18445038725678564448,00000287,false,Rx,0,8,27,10,27,10,27,10,00,00,
18445038725678565088,00000377,false,Rx,0,8,04,AB,00,05,3D,40,3C,20,
18445038725678566966,00000285,false,Rx,0,8,00,00,02,19,76,00,08,10,
18445038725678567179,00000289,false,Rx,0,8,27,10,4E,20,00,06,11,10,
18445038725678567478,0000056D,false,Rx,0,8,2A,00,00,00,00,00,28,0A,
18445038725678569739,00000288,false,Rx,0,8,27,10,4E,20,00,06,01,10,
18445038725678570038,0000056C,false,Rx,0,8,2A,88,02,00,00,00,28,0A,
18445038725678570422,0000028B,false,Rx,0,8,27,10,4E,20,00,06,01,10,
18445038725678570678,00000734,false,Rx,0,8,03,E8,03,E8,64,64,3D,3D,
18445038725678570934,00000735,false,Rx,0,8,43,00,43,00,25,AB,A0,3D,
18445038725678571190,00000362,false,Rx,0,8,02,01,00,00,00,00,00,00,
18445038725678571403,00000373,false,Rx,0,8,BA,B9,7F,BC,0C,5C,80,16,
18445038725678573622,000005A1,false,Rx,0,8,2A,A2,AA,2A,A2,8A,82,A2,
18445038725678574432,00000287,false,Rx,0,8,27,10,27,10,27,10,00,00,
18445038725678575115,00000563,false,Rx,0,8,00,20,80,A2,02,00,00,00,
18445038725678576950,00000285,false,Rx,0,8,00,00,02,19,76,00,08,10,
18445038725678577163,00000289,false,Rx,0,8,27,10,4E,20,00,06,11,10,
18445038725678577419,00000732,false,Rx,0,8,03,E8,03,E8,64,64,0D,3E,
18445038725678577675,00000424,false,Rx,0,8,04,75,04,1F,86,A9,02,00,
18445038725678577931,00000388,false,Rx,0,8,02,02,00,00,00,00,00,02,
18445038725678578144,00000733,false,Rx,0,8,39,3A,39,3A,25,AB,A0,3B,
18445038725678579424,00000370,false,Rx,0,8,05,BE,00,00,00,00,00,00,
18445038725678579766,00000288,false,Rx,0,8,27,10,4E,20,00,06,01,10,
18445038725678579979,0000075A,false,Rx,0,8,03,E8,03,E8,64,64,3C,3C,
18445038725678580235,0000075B,false,Rx,0,8,3C,00,3C,00,25,AB,A0,3C,
18445038725678580491,0000028B,false,Rx,0,8,27,10,4E,20,00,06,01,10,
18445038725678580832,00000362,false,Rx,0,8,02,01,00,00,00,00,00,00,
18445038725678581088,00000373,false,Rx,0,8,BA,B9,7F,BC,0C,5C,80,16,
18445038725678584416,00000287,false,Rx,0,8,27,10,27,10,27,10,00,00,
18445038725678585099,00000377,false,Rx,0,8,04,AB,00,05,3D,40,3C,20,
18445038725678586933,00000285,false,Rx,0,8,00,00,02,19,76,00,08,10,
