Time Stamp,ID,Extended,Dir,Bus,LEN,D1,D2,D3,D4,D5,D6,D7,D8
18445038725667826664,00000286,false,Rx,0,8,00,00,00,3D,00,00,0A,00,
18445038725667827304,00000289,false,Rx,0,8,27,10,4E,20,00,06,11,10,
18445038725667829864,00000288,false,Rx,0,8,27,10,4E,20,00,06,01,10,
18445038725667830547,0000028B,false,Rx,0,8,27,10,4E,20,00,06,01,10,
18445038725667830803,0000029B,false,Rx,0,8,43,3D,43,3D,3B,0A,14,3E,
18445038725667831102,00000734,false,Rx,0,8,03,E8,03,E8,64,64,3D,3D,
18445038725667831358,00000373,false,Rx,0,8,BA,B9,7F,BC,0C,5C,80,16,
18445038725667831656,00000287,false,Rx,0,8,27,10,27,10,27,10,00,00,
18445038725667833448,00000185,false,Rx,0,8,08,00,19,00,00,00,00,00,
18445038725667834173,00000285,false,Rx,0,8,00,00,02,19,76,00,08,10,
18445038725667834685,00000362,false,Rx,0,8,02,01,00,00,00,00,00,00,
18445038725667836648,00000370,false,Rx,0,8,05,BE,00,00,00,00,00,00,
18445038725667837288,00000289,false,Rx,0,8,27,10,4E,20,00,06,11,10,
18445038725667837587,00000299,false,Rx,0,8,39,3B,40,42,3B,00,00,00,
18445038725667837843,00000732,false,Rx,0,8,03,E8,03,E8,64,64,0D,3E,
18445038725667839891,00000288,false,Rx,0,8,27,10,4E,20,00,06,01,10,
18445038725667840189,00000298,false,Rx,0,8,3C,3C,43,3D,3B,00,00,3E,
18445038725667840445,0000075A,false,Rx,0,8,03,E8,03,E8,64,64,3C,3C,
18445038725667840701,0000028B,false,Rx,0,8,27,10,4E,20,00,06,01,10,
18445038725667840957,0000056A,false,Rx,0,8,02,8A,0A,80,A8,A0,AA,8A,
18445038725667841213,00000669,false,Rx,0,8,01,30,30,30,00,00,00,00,
18445038725667841427,00000373,false,Rx,0,8,BA,B9,7F,BC,0C,5C,80,16,
18445038725667841683,00000424,false,Rx,0,8,04,75,04,1F,86,A9,02,00,
18445038725667841939,00000287,false,Rx,0,8,27,10,27,10,27,10,00,00,
18445038725667844157,00000285,false,Rx,0,8,00,00,02,19,76,00,08,10,
18445038725667844712,00000362,false,Rx,0,8,02,01,00,00,00,00,00,00,
18445038725667844968,00000377,false,Rx,0,8,04,AB,00,05,3D,40,3C,20,
18445038725667847229,00000289,false,Rx,0,8,27,10,4E,20,00,06,11,10,
18445038725667847485,00000566,false,Rx,0,8,02,8A,0A,80,A8,A0,AA,8A,
18445038725667849875,00000288,false,Rx,0,8,27,10,4E,20,00,06,01,10,
18445038725667850131,00000564,false,Rx,0,8,02,8A,AA,8A,A8,A0,AA,8A,
18445038725667850557,0000028B,false,Rx,0,8,27,10,4E,20,00,06,01,10,
18445038725667850856,0000056B,false,Rx,0,8,AA,02,00,00,80,AA,01,00,
18445038725667851112,00000734,false,Rx,0,8,03,E8,03,E8,64,64,3D,3D,
18445038725667851368,00000373,false,Rx,0,8,BA,B9,7F,BC,0C,5C,80,16,
18445038725667851581,000006FA,false,Rx,0,8,02,36,34,34,00,00,00,00,
18445038725667851837,00000287,false,Rx,0,8,27,10,27,10,27,10,00,00,
18445038725667854141,00000285,false,Rx,0,8,00,00,02,19,76,00,08,10,
18445038725667854653,00000362,false,Rx,0,8,02,01,00,00,00,00,00,00,
18445038725667856616,00000370,false,Rx,0,8,05,BE,00,00,00,00,00,00,
18445038725667857256,00000289,false,Rx,0,8,27,10,4E,20,00,06,11,10,
18445038725667857512,00000567,false,Rx,0,8,AA,02,00,00,80,AA,00,00,
18445038725667857768,00000732,false,Rx,0,8,03,E8,03,E8,64,64,0D,3E,
18445038725667859901,00000288,false,Rx,0,8,27,10,4E,20,00,06,01,10,
18445038725667860157,00000565,false,Rx,0,8,AA,02,00,00,80,AA,00,00,
18445038725667860370,0000075A,false,Rx,0,8,03,E8,03,E8,64,64,3C,3C,
18445038725667860626,0000028B,false,Rx,0,8,27,10,4E,20,00,06,01,10,
18445038725667860925,0000056F,false,Rx,0,8,2A,88,2A,08,00,00,28,0A,
18445038725667861224,0000066A,false,Rx,0,8,02,1E,2F,B2,12,00,00,00,
18445038725667861437,00000373,false,Rx,0,8,BA,B9,7F,BC,0C,5C,80,16,
18445038725667861693,00000287,false,Rx,0,8,27,10,27,10,27,10,00,00,
18445038725667864125,00000285,false,Rx,0,8,00,00,02,19,76,00,08,10,
18445038725667864466,00000362,false,Rx,0,8,02,01,00,00,00,00,00,00,
18445038725667864978,00000377,false,Rx,0,8,04,AB,00,05,3D,40,3C,20,
18445038725667867282,00000289,false,Rx,0,8,27,10,4E,20,00,06,11,10,
18445038725667867538,0000056D,false,Rx,0,8,2A,00,00,00,00,00,28,0A,
18445038725667869800,00000288,false,Rx,0,8,27,10,4E,20,00,06,01,10,
18445038725667870098,0000056C,false,Rx,0,8,2A,88,02,00,00,00,28,0A,
18445038725667870525,0000028B,false,Rx,0,8,27,10,4E,20,00,06,01,10,
18445038725667870781,00000734,false,Rx,0,8,03,E8,03,E8,64,64,3D,3D,
18445038725667871037,00000735,false,Rx,0,8,43,00,43,00,25,AB,A0,3D,
18445038725667871293,00000373,false,Rx,0,8,BA,B9,7F,BC,0C,5C,80,16,
18445038725667871592,00000287,false,Rx,0,8,27,10,27,10,27,10,00,00,
18445038725667873810,000005A1,false,Rx,0,8,2A,A2,AA,2A,A2,8A,82,A2,
18445038725667874109,00000285,false,Rx,0,8,00,00,02,19,76,00,08,10,
18445038725667874664,00000362,false,Rx,0,8,02,01,00,00,00,00,00,00,
18445038725667876583,00000370,false,Rx,0,8,05,BE,00,00,00,00,00,00,
18445038725667877266,00000289,false,Rx,0,8,27,10,4E,20,00,06,11,10,
18445038725667877522,00000732,false,Rx,0,8,03,E8,03,E8,64,64,0D,3E,
18445038725667877778,00000733,false,Rx,0,8,39,3A,39,3A,25,AB,A0,3B,
18445038725667878034,00000388,false,Rx,0,8,02,02,00,00,00,00,00,02,
18445038725667879869,00000288,false,Rx,0,8,27,10,4E,20,00,06,01,10,
18445038725667880125,0000075A,false,Rx,0,8,03,E8,03,E8,64,64,3C,3C,
18445038725667880381,0000075B,false,Rx,0,8,3C,00,3C,00,25,AB,A0,3C,
18445038725667880637,0000028B,false,Rx,0,8,27,10,4E,20,00,06,01,10,
18445038725667880850,00000424,false,Rx,0,8,04,75,04,1F,86,A9,02,00,
18445038725667881319,00000373,false,Rx,0,8,BA,B9,7F,BC,0C,5C,80,16,
18445038725667881575,00000287,false,Rx,0,8,27,10,27,10,27,10,00,00,
18445038725667884093,00000285,false,Rx,0,8,00,00,02,19,76,00,08,10,
18445038725667884690,00000362,false,Rx,0,8,02,01,00,00,00,00,00,00,
18445038725667884989,00000377,false,Rx,0,8,04,AB,00,05,3D,40,3C,20,
18445038725667887293,00000289,false,Rx,0,8,27,10,4E,20,00,06,11,10,
18445038725667887591,0000029A,false,Rx,0,8,02,36,34,34,FF,FF,FF,FF,
18445038725667887890,00000676,false,Rx,0,8,00,00,00,00,00,00,00,00,
18445038725667889853,00000288,false,Rx,0,8,27,10,4E,20,00,06,01,10,
18445038725667890535,0000028B,false,Rx,0,8,27,10,4E,20,00,06,01,10,
18445038725667890791,0000056A,false,Rx,0,8,02,8A,0A,80,A8,A0,AA,8A,
18445038725667891047,00000734,false,Rx,0,8,03,E8,03,E8,64,64,3D,3D,
18445038725667891303,00000373,false,Rx,0,8,BA,B9,7F,BC,0C,5C,80,16,
18445038725667891559,00000287,false,Rx,0,8,27,10,27,10,27,10,00,00,
18445038725667894077,00000285,false,Rx,0,8,00,00,02,19,76,00,08,10,
18445038725667894631,00000362,false,Rx,0,8,02,01,00,00,00,00,00,00,
18445038725667895015,0000038A,false,Rx,0,8,3F,3C,00,00,04,00,00,00,
18445038725667896551,00000370,false,Rx,0,8,05,BE,00,00,00,00,00,00,
18445038725667897277,00000289,false,Rx,0,8,27,10,4E,20,00,06,11,10,
18445038725667897575,00000566,false,Rx,0,8,02,8A,0A,80,A8,A0,AA,8A,
18445038725667897831,00000732,false,Rx,0,8,03,E8,03,E8,64,64,0D,3E,
18445038725667898087,00000677,false,Rx,0,8,00,00,00,00,00,00,00,00,
18445038725667899879,00000288,false,Rx,0,8,27,10,4E,20,00,06,01,10,
18445038725667900135,00000564,false,Rx,0,8,02,8A,AA,8A,A8,A0,AA,8A,
18445038725667900434,0000075A,false,Rx,0,8,03,E8,03,E8,64,64,3C,3C,
18445038725667900647,0000028B,false,Rx,0,8,27,10,4E,20,00,06,01,10,
18445038725667900946,0000056B,false,Rx,0,8,AA,02,00,00,80,AA,01,00,
18445038725667901287,00000373,false,Rx,0,8,BA,B9,7F,BC,0C,5C,80,16,
18445038725667901543,00000287,false,Rx,0,8,27,10,27,10,27,10,00,00,
18445038725667904060,00000285,false,Rx,0,8,00,00,02,19,76,00,08,10,
18445038725667904572,00000362,false,Rx,0,8,02,01,00,00,00,00,00,00,
18445038725667904999,00000377,false,Rx,0,8,04,AB,00,05,3D,40,3C,20,
18445038725667906322,00000374,false,Rx,0,8,79,7C,7D,FE,3F,3E,3A,30,
18445038725667907218,00000289,false,Rx,0,8,27,10,4E,20,00,06,11,10,
18445038725667907516,00000567,false,Rx,0,8,AA,02,00,00,80,AA,00,00,
18445038725667907858,00000571,false,Rx,0,8,00,00,00,00,00,00,00,00,
18445038725667909863,00000288,false,Rx,0,8,27,10,4E,20,00,06,01,10,
18445038725667910119,00000565,false,Rx,0,8,AA,02,00,00,80,AA,00,00,
18445038725667910546,0000028B,false,Rx,0,8,27,10,4E,20,00,06,01,10,
18445038725667910802,0000056F,false,Rx,0,8,2A,88,2A,08,00,00,28,0A,
18445038725667911058,00000734,false,Rx,0,8,03,E8,03,E8,64,64,3D,3D,
18445038725667911314,00000373,false,Rx,0,8,BA,B9,7F,BC,0C,5C,80,16,
18445038725667911527,00000287,false,Rx,0,8,27,10,27,10,27,10,00,00,
18445038725667914044,00000285,false,Rx,0,8,00,00,02,19,76,00,08,10,
18445038725667914642,00000362,false,Rx,0,8,02,01,00,00,00,00,00,00,
18445038725667914983,00000389,false,Rx,0,8,02,00,00,3C,3C,00,00,00,
18445038725667916306,00000375,false,Rx,0,8,0F,0F,00,17,98,00,00,00,
18445038725667916562,00000370,false,Rx,0,8,05,BE,00,00,00,00,00,00,
18445038725667917244,00000289,false,Rx,0,8,27,10,4E,20,00,06,11,10,
18445038725667917500,0000056D,false,Rx,0,8,2A,00,00,00,00,00,28,0A,
18445038725667917756,00000732,false,Rx,0,8,03,E8,03,E8,64,64,0D,3E,
18445038725667919036,00000371,false,Rx,0,8,0A,00,00,00,00,00,00,00,
18445038725667919932,00000288,false,Rx,0,8,27,10,4E,20,00,06,01,10,
18445038725667920188,0000056C,false,Rx,0,8,2A,88,02,00,00,00,28,0A,
18445038725667920444,0000075A,false,Rx,0,8,03,E8,03,E8,64,64,3C,3C,
18445038725667920700,0000028B,false,Rx,0,8,27,10,4E,20,00,06,01,10,
18445038725667920913,00000424,false,Rx,0,8,04,75,04,1F,86,A9,02,00,
18445038725667921297,00000373,false,Rx,0,8,BA,B9,7F,BC,0C,5C,80,16,
18445038725667921553,00000154,false,Rx,0,8,99,99,30,99,16,11,F8,5C,
18445038725667921767,00000287,false,Rx,0,8,27,10,27,10,27,10,00,00,
18445038725667923815,000005A1,false,Rx,0,8,2A,A2,AA,2A,A2,8A,82,A2,
18445038725667924071,00000285,false,Rx,0,8,00,00,02,19,76,00,08,10,
18445038725667924668,00000362,false,Rx,0,8,02,01,00,00,00,00,00,00,
18445038725667924967,00000377,false,Rx,0,8,04,AB,00,05,3D,40,3C,20,
18445038725667926503,00000286,false,Rx,0,8,00,00,00,3D,00,00,0A,00,
18445038725667927356,00000289,false,Rx,0,8,27,10,4E,20,00,06,11,10,
18445038725667929873,00000288,false,Rx,0,8,27,10,4E,20,00,06,01,10,
18445038725667930556,0000028B,false,Rx,0,8,27,10,4E,20,00,06,01,10,
18445038725667930769,0000029B,false,Rx,0,8,43,3D,43,3D,3B,0A,14,3E,
18445038725667931068,00000734,false,Rx,0,8,03,E8,03,E8,64,64,3D,3D,
18445038725667931324,00000373,false,Rx,0,8,BA,B9,7F,BC,0C,5C,80,16,
18445038725667931537,00000287,false,Rx,0,8,27,10,27,10,27,10,00,00,
18445038725667933329,00000185,false,Rx,0,8,08,00,19,00,00,00,00,00,
18445038725667934012,00000285,false,Rx,0,8,00,00,02,19,76,00,08,10,
18445038725667934652,00000362,false,Rx,0,8,02,01,00,00,00,00,00,00,
18445038725667934993,00000569,false,Rx,0,8,AA,80,82,02,00,00,00,00,
18445038725667936487,00000370,false,Rx,0,8,05,BE,00,00,00,00,00,00,
18445038725667937255,00000289,false,Rx,0,8,27,10,4E,20,00,06,11,10,
18445038725667937511,00000299,false,Rx,0,8,39,3B,40,42,3B,00,00,00,
18445038725667937809,00000732,false,Rx,0,8,03,E8,03,E8,64,64,0D,3E,
18445038725667939943,00000288,false,Rx,0,8,27,10,4E,20,00,06,01,10,
18445038725667940241,00000298,false,Rx,0,8,3C,3C,43,3D,3B,00,00,3E,
18445038725667940540,0000028B,false,Rx,0,8,27,10,4E,20,00,06,01,10,
18445038725667940753,0000075A,false,Rx,0,8,03,E8,03,E8,64,64,3C,3C,
18445038725667941009,0000056A,false,Rx,0,8,02,8A,0A,80,A8,A0,AA,8A,
18445038725667941308,00000373,false,Rx,0,8,BA,B9,7F,BC,0C,5C,80,16,
18445038725667941521,00000287,false,Rx,0,8,27,10,27,10,27,10,00,00,
18445038725667943996,00000285,false,Rx,0,8,00,00,02,19,76,00,08,10,
18445038725667944465,00000362,false,Rx,0,8,02,01,00,00,00,00,00,00,
18445038725667944977,00000377,false,Rx,0,8,04,AB,00,05,3D,40,3C,20,
18445038725667947281,00000289,false,Rx,0,8,27,10,4E,20,00,06,11,10,
18445038725667947537,00000566,false,Rx,0,8,02,8A,0A,80,A8,A0,AA,8A,
18445038725667947836,00000667,false,Rx,0,8,00,39,34,31,30,41,30,38,
18445038725667949841,00000288,false,Rx,0,8,27,10,4E,20,00,06,01,10,
18445038725667950054,00000564,false,Rx,0,8,02,8A,AA,8A,A8,A0,AA,8A,
18445038725667950310,00000665,false,Rx,0,8,00,39,34,31,30,41,30,37,
18445038725667950566,0000028B,false,Rx,0,8,27,10,4E,20,00,06,01,10,
18445038725667950822,0000056B,false,Rx,0,8,AA,02,00,00,80,AA,01,00,
18445038725667951078,00000734,false,Rx,0,8,03,E8,03,E8,64,64,3D,3D,
18445038725667951334,00000373,false,Rx,0,8,BA,B9,7F,BC,0C,5C,80,16,
18445038725667951548,000006FA,false,Rx,0,8,00,4A,4D,41,58,44,47,47,
18445038725667951804,00000287,false,Rx,0,8,27,10,27,10,27,10,00,00,
18445038725667953980,00000285,false,Rx,0,8,00,00,02,19,76,00,08,10,
18445038725667954620,00000362,false,Rx,0,8,02,01,00,00,00,00,00,00,
18445038725667955004,00000568,false,Rx,0,8,00,02,80,0A,00,00,A8,AA,
18445038725667956454,00000370,false,Rx,0,8,05,BE,00,00,00,00,00,00,
18445038725667957308,00000289,false,Rx,0,8,27,10,4E,20,00,06,11,10,
18445038725667957564,00000567,false,Rx,0,8,AA,02,00,00,80,AA,00,00,
18445038725667957820,00000732,false,Rx,0,8,03,E8,03,E8,64,64,0D,3E,
18445038725667959868,00000288,false,Rx,0,8,27,10,4E,20,00,06,01,10,
18445038725667960124,00000565,false,Rx,0,8,AA,02,00,00,80,AA,00,00,
18445038725667960380,0000075A,false,Rx,0,8,03,E8,03,E8,64,64,3C,3C,
18445038725667960636,0000028B,false,Rx,0,8,27,10,4E,20,00,06,01,10,
18445038725667960892,0000056F,false,Rx,0,8,2A,88,2A,08,00,00,28,0A,
18445038725667961148,00000424,false,Rx,0,8,04,75,04,1F,86,A9,02,00,
18445038725667961361,00000373,false,Rx,0,8,BA,B9,7F,BC,0C,5C,80,16,
18445038725667961617,00000287,false,Rx,0,8,27,10,27,10,27,10,00,00,
18445038725667963963,00000285,false,Rx,0,8,00,00,02,19,76,00,08,10,
18445038725667964646,00000362,false,Rx,0,8,02,01,00,00,00,00,00,00,
18445038725667964987,00000377,false,Rx,0,8,04,AD,00,05,3D,40,3C,20,
18445038725667967249,00000289,false,Rx,0,8,27,10,4E,20,00,06,11,10,
18445038725667967505,0000056D,false,Rx,0,8,2A,00,00,00,00,00,28,0A,
18445038725667967761,00000668,false,Rx,0,8,02,9B,AD,4F,A2,00,00,00,
18445038725667969851,00000288,false,Rx,0,8,27,10,4E,20,00,06,01,10,
18445038725667970107,0000056C,false,Rx,0,8,2A,88,02,00,00,00,28,0A,
18445038725667970363,00000666,false,Rx,0,8,02,1C,A1,22,38,00,00,00,
18445038725667970577,0000028B,false,Rx,0,8,27,10,4E,20,00,06,01,10,
18445038725667970833,00000734,false,Rx,0,8,03,E8,03,E8,64,64,3D,3D,
18445038725667971131,00000735,false,Rx,0,8,43,00,43,00,25,AB,A0,3D,
18445038725667971345,00000373,false,Rx,0,8,BA,B9,7F,BC,0C,5C,80,16,
18445038725667971558,00000287,false,Rx,0,8,27,10,27,10,27,10,00,00,
18445038725667973819,000005A1,false,Rx,0,8,2A,A2,AA,2A,A2,8A,82,A2,
18445038725667974033,00000285,false,Rx,0,8,00,00,02,19,76,00,08,10,
18445038725667974630,00000362,false,Rx,0,8,02,01,00,00,00,00,00,00,
18445038725667975014,00000563,false,Rx,0,8,00,20,80,A2,02,00,00,00,
18445038725667976422,00000370,false,Rx,0,8,05,BE,00,00,00,00,00,00,
18445038725667977275,00000289,false,Rx,0,8,27,10,4E,20,00,06,11,10,
18445038725667977574,00000732,false,Rx,0,8,03,E8,03,E8,64,64,0D,3E,
18445038725667977873,00000388,false,Rx,0,8,02,02,00,00,00,00,00,02,
18445038725667978086,00000733,false,Rx,0,8,39,3A,39,3A,25,AB,A0,3B,
18445038725667979878,00000288,false,Rx,0,8,27,10,4E,20,00,06,01,10,
18445038725667980134,0000075A,false,Rx,0,8,03,E8,03,E8,64,64,3C,3C,
18445038725667980433,0000075B,false,Rx,0,8,3C,00,3C,00,25,AB,A0,3C,
18445038725667980646,0000028B,false,Rx,0,8,27,10,4E,20,00,06,01,10,
18445038725667981286,00000373,false,Rx,0,8,BA,B9,7F,BC,0C,5C,80,16,
18445038725667981542,00000287,false,Rx,0,8,27,10,27,10,27,10,00,00,
18445038725667983931,00000285,false,Rx,0,8,00,00,02,19,76,00,08,10,
18445038725667984571,00000362,false,Rx,0,8,02,01,00,00,00,00,00,00,
18445038725667984998,00000377,false,Rx,0,8,04,AB,00,05,3D,40,3C,20,
18445038725667987259,00000289,false,Rx,0,8,27,10,4E,20,00,06,11,10,
18445038725667987515,0000029A,false,Rx,0,8,00,4A,4D,41,58,44,47,47,
18445038725667989862,00000288,false,Rx,0,8,27,10,4E,20,00,06,01,10,
18445038725667990544,0000028B,false,Rx,0,8,27,10,4E,20,00,06,01,10,
18445038725667990843,0000056A,false,Rx,0,8,02,8A,0A,80,A8,A0,AA,8A,
18445038725667991142,00000734,false,Rx,0,8,03,E8,03,E8,64,64,3D,3D,
18445038725667991355,00000373,false,Rx,0,8,BA,B9,7F,BC,0C,5C,80,16,
18445038725667991611,00000287,false,Rx,0,8,27,10,27,10,27,10,00,00,
18445038725667993915,00000285,false,Rx,0,8,00,00,02,19,76,00,08,10,
18445038725667994598,00000362,false,Rx,0,8,02,01,00,00,00,00,00,00,
18445038725667994982,0000038A,false,Rx,0,8,3F,3C,00,00,04,00,00,00,
18445038725667996390,00000370,false,Rx,0,8,05,BE,00,00,00,00,00,00,
18445038725667997243,00000289,false,Rx,0,8,27,10,4E,20,00,06,11,10,
18445038725667997499,00000566,false,Rx,0,8,02,8A,0A,80,A8,A0,AA,8A,
18445038725667997755,00000732,false,Rx,0,8,03,E8,03,E8,64,64,0D,3E,
18445038725667999888,00000288,false,Rx,0,8,27,10,4E,20,00,06,01,10,
18445038725668000187,00000564,false,Rx,0,8,02,8A,AA,8A,A8,A0,AA,8A,
18445038725668000443,0000075A,false,Rx,0,8,03,E8,03,E8,64,64,3C,3C,
18445038725668000699,0000028B,false,Rx,0,8,27,10,4E,20,00,06,01,10,
18445038725668000912,00000424,false,Rx,0,8,04,75,04,1F,86,A9,02,00,
18445038725668001168,0000056B,false,Rx,0,8,AA,02,00,00,80,AA,01,00,
18445038725668001382,00000287,false,Rx,0,8,27,10,27,10,27,10,00,00,
18445038725668001638,00000373,false,Rx,0,8,BA,B9,7F,BC,0C,5C,80,16,
18445038725668003899,00000285,false,Rx,0,8,00,00,02,19,76,00,08,10,
18445038725668004667,00000362,false,Rx,0,8,02,01,00,00,00,00,00,00,
18445038725668004965,00000377,false,Rx,0,8,04,AB,00,05,3D,40,3C,20,
18445038725668006331,00000374,false,Rx,0,8,79,7C,7D,FE,3F,3E,3A,30,
18445038725668007269,00000289,false,Rx,0,8,27,10,4E,20,00,06,11,10,
18445038725668007525,00000567,false,Rx,0,8,AA,02,00,00,80,AA,00,00,
18445038725668009872,00000288,false,Rx,0,8,27,10,4E,20,00,06,01,10,
18445038725668010128,00000565,false,Rx,0,8,AA,02,00,00,80,AA,00,00,
18445038725668010555,0000028B,false,Rx,0,8,27,10,4E,20,00,06,01,10,
18445038725668010896,0000056F,false,Rx,0,8,2A,88,2A,08,00,00,28,0A,
18445038725668011152,00000734,false,Rx,0,8,03,E8,03,E8,64,64,3D,3D,
18445038725668011365,00000287,false,Rx,0,8,27,10,27,10,27,10,00,00,
18445038725668011621,00000373,false,Rx,0,8,BA,B9,7F,BC,0C,5C,80,16,
18445038725668013883,00000285,false,Rx,0,8,00,00,02,19,76,00,08,10,
18445038725668014608,00000362,false,Rx,0,8,02,01,00,00,00,00,00,00,
18445038725668014992,00000389,false,Rx,0,8,02,00,00,3C,3C,00,00,00,
18445038725668016315,00000375,false,Rx,0,8,0F,0F,00,17,98,00,00,00,
18445038725668016571,00000370,false,Rx,0,8,05,BE,00,00,00,00,00,00,
18445038725668017253,00000289,false,Rx,0,8,27,10,4E,20,00,06,11,10,
18445038725668017552,0000056D,false,Rx,0,8,2A,00,00,00,00,00,28,0A,
18445038725668017808,00000732,false,Rx,0,8,03,E8,03,E8,64,64,0D,3E,
18445038725668018875,00000371,false,Rx,0,8,0A,00,00,00,00,00,00,00,
18445038725668019941,00000288,false,Rx,0,8,27,10,4E,20,00,06,01,10,
18445038725668020197,0000056C,false,Rx,0,8,2A,88,02,00,00,00,28,0A,
18445038725668020539,0000028B,false,Rx,0,8,27,10,4E,20,00,06,01,10,
18445038725668020752,00000154,false,Rx,0,8,99,99,30,99,16,11,F8,5C,
18445038725668021008,0000075A,false,Rx,0,8,03,E8,03,E8,64,64,3C,3C,
18445038725668021307,00000373,false,Rx,0,8,BA,B9,7F,BC,0C,5C,80,16,
18445038725668021520,00000287,false,Rx,0,8,27,10,27,10,27,10,00,00,
18445038725668023781,000005A1,false,Rx,0,8,2A,A2,AA,2A,A2,8A,82,A2,
18445038725668024037,00000285,false,Rx,0,8,00,00,02,19,76,00,08,10,
18445038725668024379,00000362,false,Rx,0,8,02,01,00,00,00,00,00,00,
18445038725668024976,00000377,false,Rx,0,8,04,AB,00,05,3D,40,3C,20,
18445038725668026298,0000066B,false,Rx,0,8,02,00,00,00,00,00,00,00,
18445038725668026554,00000286,false,Rx,0,8,00,00,00,3D,00,00,0A,00,
18445038725668026810,0000066C,false,Rx,0,8,02,9B,DE,18,73,00,00,00,
18445038725668027280,00000289,false,Rx,0,8,27,10,4E,20,00,06,11,10,
18445038725668029882,00000288,false,Rx,0,8,27,10,4E,20,00,06,01,10,
18445038725668030522,0000028B,false,Rx,0,8,27,10,4E,20,00,06,01,10,
18445038725668030778,0000029B,false,Rx,0,8,43,3D,43,3D,3B,0A,14,3E,
18445038725668031034,00000734,false,Rx,0,8,03,E8,03,E8,64,64,3D,3D,
18445038725668031290,00000373,false,Rx,0,8,BA,B9,7F,BC,0C,5C,80,16,
18445038725668031546,00000287,false,Rx,0,8,27,10,27,10,27,10,00,00,
18445038725668033125,00000185,false,Rx,0,8,08,00,19,00,00,00,00,00,
18445038725668033850,00000285,false,Rx,0,8,00,00,02,19,76,00,08,10,
18445038725668034618,00000362,false,Rx,0,8,02,01,00,00,00,00,00,00,
18445038725668036325,00000370,false,Rx,0,8,05,BE,00,00,00,00,00,00,
18445038725668037264,00000289,false,Rx,0,8,27,10,4E,20,00,06,11,10,
18445038725668037562,00000299,false,Rx,0,8,39,3B,40,42,3B,00,00,00,
18445038725668037818,00000732,false,Rx,0,8,03,E8,03,E8,64,64,0D,3E,
18445038725668039184,00000424,false,Rx,0,8,04,75,04,1F,86,A9,02,00,
18445038725668039909,00000288,false,Rx,0,8,27,10,4E,20,00,06,01,10,
18445038725668040165,00000298,false,Rx,0,8,3C,3C,43,3D,3B,00,00,3E,
18445038725668040421,0000075A,false,Rx,0,8,03,E8,03,E8,64,64,3C,3C,
18445038725668040634,0000028B,false,Rx,0,8,27,10,4E,20,00,06,01,10,
18445038725668040890,0000056A,false,Rx,0,8,02,8A,0A,80,A8,A0,AA,8A,
18445038725668041317,00000373,false,Rx,0,8,BA,B9,7F,BC,0C,5C,80,16,
18445038725668041530,00000287,false,Rx,0,8,27,10,27,10,27,10,00,00,
18445038725668043834,00000285,false,Rx,0,8,00,00,02,19,76,00,08,10,
18445038725668044645,00000362,false,Rx,0,8,02,01,00,00,00,00,00,00,
18445038725668044986,00000377,false,Rx,0,8,04,AB,00,05,3D,40,3C,20,
18445038725668047247,00000289,false,Rx,0,8,27,10,4E,20,00,06,11,10,
18445038725668047461,00000566,false,Rx,0,8,02,8A,0A,80,A8,A0,AA,8A,
18445038725668049850,00000288,false,Rx,0,8,27,10,4E,20,00,06,01,10,
18445038725668050106,00000564,false,Rx,0,8,02,8A,AA,8A,A8,A0,AA,8A,
18445038725668050533,0000028B,false,Rx,0,8,27,10,4E,20,00,06,01,10,
18445038725668050789,0000056B,false,Rx,0,8,AA,02,00,00,80,AA,01,00,
18445038725668051045,00000734,false,Rx,0,8,03,E8,03,E8,64,64,3D,3D,
18445038725668051301,00000287,false,Rx,0,8,27,10,27,10,27,10,00,00,
18445038725668051514,00000373,false,Rx,0,8,BA,B9,7F,BC,0C,5C,80,16,
18445038725668051770,000006FA,false,Rx,0,8,01,32,57,45,5A,43,30,36,
